URL,Detail,Linked From,Detected
http://wwwdup.uni-leipzig.de/jobportal/job/download/2251.pdf?PHPSESSID=ejb3ubhgf2mc4lnuuimrnsmbm7,404 (Not found),2 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Aspeedmintongekkosberlinev&tab=internship&PHPSESSID=1ak393trsjkc63oqm0f53v2uf0,404 (Not found),1 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/job/download/397.pdf?PHPSESSID=v0h5a2ics1tdnrqh2g4kb68096,404 (Not found),unavailable,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/job/download/664.pdf,404 (Not found),unavailable,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/job/download/1576.pdf?PHPSESSID=s6icpedrv4hvklootg2cn3dhj4,404 (Not found),unavailable,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/job/download/1730.pdf,404 (Not found),unavailable,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Asportivationleipzig&tab=all&PHPSESSID=fbk1s81e803tenvp1ujv9sbom0,404 (Not found),2 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Aspeedmintongekkosberlinev&tab=international&PHPSESSID=1ak393trsjkc63oqm0f53v2uf0,404 (Not found),1 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/job/download/1660.pdf?PHPSESSID=odipi9c0oco7sdvlm7lab29t73,404 (Not found),2 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=Bubenreuth*&tab=international&PHPSESSID=vav4pq52mgdqv24i8s32mupga5,404 (Not found),unavailable,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/job/download/1869.pdf?PHPSESSID=jq2ef2n8o7ir6dg9u5punfria3,404 (Not found),2 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=Bruessel*&tab=internship&PHPSESSID=3innv60cdgjnr3dk0t64ohk1h5,404 (Not found),2 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=Bruessel*&tab=all&PHPSESSID=3innv60cdgjnr3dk0t64ohk1h5,404 (Not found),2 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=Brigthon*&tab=international&PHPSESSID=agtkad02857o5tcra793922782,404 (Not found),1 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/job/download/1574.pdf?PHPSESSID=4aqhb9t23cvcsmofrojj63v761,404 (Not found),unavailable,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/job/download/2186.pdf?PHPSESSID=ksbcd0u5gubn224o2doa9o36g7,404 (Not found),unavailable,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=Brigthon*&tab=-internship&PHPSESSID=agtkad02857o5tcra793922782,404 (Not found),1 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=Brighton*&tab=international&PHPSESSID=bieidqut3dcll56rfqm0qlo4l6,404 (Not found),2 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=Brighton*&tab=-internship&PHPSESSID=bieidqut3dcll56rfqm0qlo4l6,404 (Not found),1 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/job/2388.pdf,404 (Not found),unavailable,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Atrenddressmedienag&tab=all&PHPSESSID=s80vn58ev63ng2uoh38v55vcn5,404 (Not found),unavailable,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/job/download/2234.pdf?PHPSESSID=dp4dnar3losdjr3q3ksav6lfo2,404 (Not found),2 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/job/download/1783.pdf?PHPSESSID=4aqhb9t23cvcsmofrojj63v761,404 (Not found),2 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=Bolanden*&tab=internship&PHPSESSID=bitv9022qd2lghe58m5cs0lg75,404 (Not found),unavailable,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=Bolanden*&tab=all&PHPSESSID=er6n2b4ae9pln9rvl4ljhnjos3,404 (Not found),2 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Agermanamericanchamberofcommercecalifornia&tab=-internship&PHPSESSID=ootuhcbitosrv195jh59kj0ik6,404 (Not found),1 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Ahelabalandesbankhessenthringen&tab=internship&PHPSESSID=g9e25mmdjehv2nu94btn4unen4,404 (Not found),1 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Agermanamericanchamberofcommercecalifornia&tab=international&PHPSESSID=ootuhcbitosrv195jh59kj0ik6,404 (Not found),1 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/job/download/1598.pdf?PHPSESSID=7fi9r25vo88rmu0nkbm62rr9u2,404 (Not found),unavailable,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=Bolanden*&tab=international&PHPSESSID=bitv9022qd2lghe58m5cs0lg75,404 (Not found),1 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=Bolanden*&tab=-internship&PHPSESSID=bitv9022qd2lghe58m5cs0lg75,404 (Not found),1 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=Bolanden*&tab=all&PHPSESSID=bitv9022qd2lghe58m5cs0lg75,404 (Not found),2 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=Berlin*+oder*+Leipzig*&tab=international&PHPSESSID=22313spnth4211k8us5ct3cv93,404 (Not found),1 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/job/download/1498.pdf?PHPSESSID=3gi3uk2l44a7oektvdvplrb8d1,404 (Not found),unavailable,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=Berlin%2C*+M%C3%BCnchen*+oder*+Dresden*&tab=all&PHPSESSID=22313spnth4211k8us5ct3cv93,404 (Not found),unavailable,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=Berlin%2C*+Saarrb%C3%BCcken*&tab=all&PHPSESSID=66p043ikeo4kdnkotvat1us560,404 (Not found),2 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/job/download/1498.pdf?PHPSESSID=iu750omra26rd7c5nbu1nbugg3,404 (Not found),unavailable,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Adanonegmbh&tab=-internship&PHPSESSID=4nu5k6uojur84u8e0fk812g5m7,404 (Not found),1 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=Beijing%2C*+Changchun*&tab=internship&PHPSESSID=22313spnth4211k8us5ct3cv93,404 (Not found),1 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/job/download/1570.pdf?PHPSESSID=ffoaqhbs9fm68lltt5evnvfgi2,404 (Not found),unavailable,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=Bayreuth*&tab=internship&PHPSESSID=qusfqfagm665r5i7b7i158c1i5,404 (Not found),1 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=Ballina*&tab=all&PHPSESSID=8e4qq88v20g9bdqf9d8fiavid4,404 (Not found),1 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=Bad*+Nauheim*&tab=all&PHPSESSID=22313spnth4211k8us5ct3cv93,404 (Not found),2 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Adanonegmbh&tab=international&PHPSESSID=4nu5k6uojur84u8e0fk812g5m7,404 (Not found),1 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=Augsburg*&tab=international&PHPSESSID=agtkad02857o5tcra793922782,404 (Not found),1 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=Augsburg*&tab=-internship&PHPSESSID=agtkad02857o5tcra793922782,404 (Not found),1 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=Aubonne*&tab=all&PHPSESSID=bieidqut3dcll56rfqm0qlo4l6,404 (Not found),2 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/job/download/1504.pdf,404 (Not found),unavailable,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/job/download/1377.pdf?PHPSESSID=onna4s3ivr24nsd7m0qnamo2c7,404 (Not found),2 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=Aix-en-Provence%2C+Caen%2C+Lyon%2C+Montpellier%2C+Nancy+und+Paris&tab=all&PHPSESSID=bitv9022qd2lghe58m5cs0lg75,404 (Not found),unavailable,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/job/download/1357.pdf?PHPSESSID=nkv0r8rkjb4do39foa523trin3,404 (Not found),unavailable,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Atrenddressmedienag&tab=internship&PHPSESSID=7eb6g6l87kll34br4qkfpvheb6,404 (Not found),unavailable,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Atrenddressmedienag&tab=-internship&PHPSESSID=7eb6g6l87kll34br4qkfpvheb6,404 (Not found),unavailable,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Atrenddressmedienag&tab=international&PHPSESSID=7eb6g6l87kll34br4qkfpvheb6,404 (Not found),unavailable,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/job/download/1305.pdf?PHPSESSID=nf7i4as6ceo1ceq8dl77u9fv26,404 (Not found),unavailable,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Atngtechnologyconsultinggmbh&tab=internship&PHPSESSID=jsl7f0574mn3mu75sl0q22aob6,404 (Not found),2 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Atechnikerkrankenkasse&tab=internship&PHPSESSID=7h5kl6rvro52qmus0ios9lvkd0,404 (Not found),2 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Atomtombusinesssolutions&tab=all&PHPSESSID=2tl4550l8aa683cnlrg5e29750,404 (Not found),unavailable,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/job/download/1431.pdf?PHPSESSID=bieidqut3dcll56rfqm0qlo4l6,404 (Not found),unavailable,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/job/download/1261.pdf?PHPSESSID=fd0jm89o9923vl4et9iqk25gh3,404 (Not found),unavailable,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/job/488,404 (Not found),unavailable,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Aswisslifeag&tab=international&PHPSESSID=7bnkesbasqjeabm4u79cv5l2k1,404 (Not found),1 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Atakata&tab=all&PHPSESSID=9g2idgsmofqk9diibjvqifk841,404 (Not found),1 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Astrandschicht&tab=internship&PHPSESSID=hs0ni6aefgp41ap70obmk5vd50,404 (Not found),1 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Aswisslifeag&tab=-internship&PHPSESSID=7bnkesbasqjeabm4u79cv5l2k1,404 (Not found),unavailable,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Astudienstiftungdesdeutschenvolkes&tab=all&PHPSESSID=4numigud2t5jo01goua54scop2,404 (Not found),1 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/job/672.pdf?PHPSESSID=ckb4qtur0vap61gq4n1stbhqp2,404 (Not found),unavailable,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/job/359.pdf?PHPSESSID=mh8h308qu33fo6trfer3eeln36,404 (Not found),unavailable,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Astrandschicht&tab=international&PHPSESSID=hs0ni6aefgp41ap70obmk5vd50,404 (Not found),1 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/job/538,404 (Not found),3 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Aspreadnetag&tab=internship&PHPSESSID=jcm9koj9hmdlijkcppi0a5tt40,404 (Not found),1 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/job/267?from=praktik*+OR+werkstudent+OR+volontariat+OR+shk&PHPSESSID=vhau4dv4ma35cvuoc8q0b62hc1,404 (Not found),unavailable,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Astarkalendergmbh&tab=international&PHPSESSID=r7s0sqa46u8hfhok8sbc4k1go7,404 (Not found),1 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Aspreadnetag&tab=-internship&PHPSESSID=jcm9koj9hmdlijkcppi0a5tt40,404 (Not found),1 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Asprdnezag&tab=internship&PHPSESSID=m4b7dpte9gi39eub8rglup9vp5,404 (Not found),1 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/job/index?page=1&tab=internship&q=Haar*&PHPSESSID=pm1npbe5ncs61fe043hvkqsm57&PHPSESSID=pm1npbe5ncs61fe043hvkqsm57,404 (Not found),1 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=Limbach-Obefrohna&tab=international&PHPSESSID=pm1npbe5ncs61fe043hvkqsm57,404 (Not found),1 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/job/267?from=praktik*&PHPSESSID=dmccrertsc87s48ftm192pjfu6,404 (Not found),2 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=Limbach-Obefrohna&tab=-internship&PHPSESSID=pm1npbe5ncs61fe043hvkqsm57,404 (Not found),unavailable,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Aspreadnetag&tab=all&PHPSESSID=c5hd09ghod3nfvs5jotvgnc8f5,404 (Not found),unavailable,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/job/index?tab=internship&src=eq&q=jura+OR+jurist*+OR+rechtswissenschaft*+OR+volljurist*&PHPSESSID=pm1npbe5ncs61fe043hvkqsm57,404 (Not found),unavailable,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Asprdnezag&tab=international&PHPSESSID=m4b7dpte9gi39eub8rglup9vp5,404 (Not found),1 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/job/index?page=1&tab=internship&q=Haar*&PHPSESSID=pm1npbe5ncs61fe043hvkqsm57&size=50&PHPSESSID=pm1npbe5ncs61fe043hvkqsm57,404 (Not found),unavailable,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/job/2528.pdf?PHPSESSID=ejb3ubhgf2mc4lnuuimrnsmbm7,404 (Not found),unavailable,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Asprdnezag&tab=-internship&PHPSESSID=m4b7dpte9gi39eub8rglup9vp5,404 (Not found),1 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/job/index?page=1&tab=internship&q=Haar*&PHPSESSID=pm1npbe5ncs61fe043hvkqsm57&size=10&PHPSESSID=pm1npbe5ncs61fe043hvkqsm57,404 (Not found),unavailable,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Asprakassemittelthringen&tab=internship&PHPSESSID=j7eklqk9qojoc3t9t6pl885uc6,404 (Not found),2 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Asonesgmbh&tab=-internship&PHPSESSID=c72pqrtk1pfja95aas2ooi5op5,404 (Not found),2 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/job/2524,404 (Not found),3 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=Haar*&tab=-internship&PHPSESSID=pm1npbe5ncs61fe043hvkqsm57,404 (Not found),1 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Asprakassemittelthringen&tab=all&PHPSESSID=464jd0q2mubohpj2d1bt6qjhi3,404 (Not found),1 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/job/2511.pdf,404 (Not found),unavailable,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Asolegrogmbh&tab=internship&PHPSESSID=ljv5hjs5qespmaqo7ude2smo97,404 (Not found),2 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=Haar*&tab=internship&PHPSESSID=pm1npbe5ncs61fe043hvkqsm57,404 (Not found),unavailable,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/job/2511.pdf?PHPSESSID=ejb3ubhgf2mc4lnuuimrnsmbm7,404 (Not found),unavailable,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Asolegro&tab=all&PHPSESSID=466cgda6f3b12jfbbi7gbj5f74,404 (Not found),1 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/job/index?page=1&tab=internship&q=Haar*&PHPSESSID=pm1npbe5ncs61fe043hvkqsm57&size=20&PHPSESSID=pm1npbe5ncs61fe043hvkqsm57,404 (Not found),unavailable,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Asoftwareforenleipzig&tab=-internship&PHPSESSID=23nskkdsduioa1cu0cn1qsemq5,404 (Not found),1 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/job/2508.pdf,404 (Not found),unavailable,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/job/index?tab=international&src=eq&q=jura+OR+jurist*+OR+rechtswissenschaft*+OR+volljurist*&PHPSESSID=pm1npbe5ncs61fe043hvkqsm57,404 (Not found),unavailable,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Asocialdata&tab=internship&PHPSESSID=g7ooh03q9ro1m7e2s9gn0tvna2,404 (Not found),2 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/job/2508.pdf?PHPSESSID=3lmhjli2rhk515srd7um8q4tq4,404 (Not found),unavailable,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Asocietyofstyves&tab=all&PHPSESSID=r1qvadn617s9nqbs8m9bdp5jk0,404 (Not found),1 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Asocietyofstyves&tab=international&PHPSESSID=fbk57r91j4bogrh386s8461122,404 (Not found),1 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/job/2427,404 (Not found),unavailable,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/job/2505,404 (Not found),unavailable,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/job/2346.pdf,404 (Not found),unavailable,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/job/2492.pdf?PHPSESSID=e3j1fbvva2rb7v93s54bd9uo60,404 (Not found),unavailable,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/job/2250.pdf,404 (Not found),1 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Amarshgmbh&tab=-internship&PHPSESSID=9duijfs5smnsaetkb2s36ifja6,404 (Not found),1 pages,10/9/11
http://wwwdup.uni-leipzig.de/jobportal/job/1490?from=consult*&PHPSESSID=gduhur9fd576ldsg45oslq6bp0,404 (Not found),2 pages,10/8/11
http://wwwdup.uni-leipzig.de/jobportal/job/2189?from=cc%3Asprdnetag&PHPSESSID=3i5d2fqopmu0v5ucoujc8fuqh1,404 (Not found),2 pages,10/8/11
http://wwwdup.uni-leipzig.de/jobportal/job/2177?from=leipzig*&PHPSESSID=qcubbc09ikagn3h2q9j4te1eg4,404 (Not found),2 pages,10/8/11
http://wwwdup.uni-leipzig.de/jobportal/job/2177?from=leipzig*&PHPSESSID=i7cpcdru4r5u06ne1ie0efn4d2,404 (Not found),1 pages,10/8/11
http://wwwdup.uni-leipzig.de/jobportal/job/2075?from=Leipzi*&PHPSESSID=bitv9022qd2lghe58m5cs0lg75,404 (Not found),unavailable,10/8/11
http://wwwdup.uni-leipzig.de/jobportal/job/2075?PHPSESSID=ejb3ubhgf2mc4lnuuimrnsmbm7,404 (Not found),unavailable,10/8/11
http://wwwdup.uni-leipzig.de/jobportal/job/2075?from=accounting+OR+audit+OR+controlling+OR+finance+OR+finanz*+OR+rechnungswesen+OR+risikomanagement+OR+steuerberat*+OR+tax+OR+unternehmensrechnung+OR+wirtschaftspr%C3%BCfung&PHPSESSID=1tpkqcdanbb902pnf7mibtn7s1,404 (Not found),unavailable,10/8/11
http://wwwdup.uni-leipzig.de/jobportal/job/2075?from=praktik*+OR+werkstudent+OR+volontariat+OR+shk&PHPSESSID=dk9do3gpuseqj1jg4qp6qc9ho2,404 (Not found),2 pages,10/8/11
http://wwwdup.uni-leipzig.de/jobportal/job/2075?from=accounting+OR+audit+OR+rechnungswesen+OR+unternehmensrechnung+OR+wirtschaftspr%C3%BCfung&PHPSESSID=2u2obf2thfeebcm3nqe2vhraf6,404 (Not found),2 pages,10/8/11
http://wwwdup.uni-leipzig.de/jobportal/job/2075?from=praktik*&PHPSESSID=io7h327l12u9s04urd5gb30ag2,404 (Not found),2 pages,10/8/11
http://wwwdup.uni-leipzig.de/jobportal/job/2075,404 (Not found),3 pages,10/8/11
http://wwwdup.uni-leipzig.de/jobportal/job/2338?from=Leipzig*&PHPSESSID=bitv9022qd2lghe58m5cs0lg75,404 (Not found),2 pages,10/8/11
http://wwwdup.uni-leipzig.de/jobportal/job/2339?from=leipzig*&PHPSESSID=955lvgqukrk1fs3nu8c3ba0q13,404 (Not found),2 pages,10/8/11
http://wwwdup.uni-leipzig.de/jobportal/job/2338?PHPSESSID=37irh468e68bj4v8upco28r5c3,404 (Not found),1 pages,10/8/11
http://wwwdup.uni-leipzig.de/jobportal/job/2331?PHPSESSID=8lpkj1n0r19rvvjp4ladufvmt0,404 (Not found),1 pages,10/8/11
http://wwwdup.uni-leipzig.de/jobportal/job/1705?from=english+OR+englisch&PHPSESSID=js71v5fdfr3o7f21m521e4kcb6,404 (Not found),2 pages,10/8/11
http://wwwdup.uni-leipzig.de/jobportal/job/1705?from=Leipzi*&PHPSESSID=bitv9022qd2lghe58m5cs0lg75,404 (Not found),1 pages,10/8/11
http://wwwdup.uni-leipzig.de/jobportal/job/1490,404 (Not found),2 pages,10/8/11
http://wwwdup.uni-leipzig.de/jobportal/job/print/1876?PHPSESSID=onam3upn07rc00pi02sim2hbi5,404 (Not found),1 pages,10/8/11
http://wwwdup.uni-leipzig.de/jobportal/job/2342?PHPSESSID=37irh468e68bj4v8upco28r5c3,404 (Not found),1 pages,10/7/11
http://wwwdup.uni-leipzig.de/jobportal/job/2303?from=Leipzig*&PHPSESSID=bitv9022qd2lghe58m5cs0lg75,404 (Not found),1 pages,10/7/11
http://wwwdup.uni-leipzig.de/jobportal/job/2191?from=werkstudent*&PHPSESSID=bitv9022qd2lghe58m5cs0lg75,404 (Not found),2 pages,10/7/11
http://wwwdup.uni-leipzig.de/jobportal/job/2190?from=cc%3Asprdnetag&PHPSESSID=3i5d2fqopmu0v5ucoujc8fuqh1,404 (Not found),2 pages,10/7/11
http://wwwdup.uni-leipzig.de/jobportal/job/2189?from=cc%3Asprdnetag&PHPSESSID=h4ojb455qod0mb44dfvfjtgbt4,404 (Not found),1 pages,10/7/11
http://wwwdup.uni-leipzig.de/jobportal/job/2177?from=leipzig*&PHPSESSID=2j9k2evod9e0cgrfcgjrl22370,404 (Not found),2 pages,10/7/11
http://wwwdup.uni-leipzig.de/jobportal/job/2342?from=HTML+OR+CSS&PHPSESSID=qusfqfagm665r5i7b7i158c1i5,404 (Not found),2 pages,10/6/11
http://wwwdup.uni-leipzig.de/jobportal/job/2305?from=consult*&PHPSESSID=gduhur9fd576ldsg45oslq6bp0,404 (Not found),1 pages,10/6/11
http://wwwdup.uni-leipzig.de/jobportal/job/2191?from=werkstudent*&PHPSESSID=9209tga280jr39urmagk2082j3,404 (Not found),2 pages,10/6/11
http://wwwdup.uni-leipzig.de/jobportal/job/2197?from=Leipzig*&PHPSESSID=bitv9022qd2lghe58m5cs0lg75,404 (Not found),2 pages,10/6/11
http://wwwdup.uni-leipzig.de/jobportal/job/2303?from=Leipzi*&PHPSESSID=bitv9022qd2lghe58m5cs0lg75,404 (Not found),2 pages,10/6/11
http://wwwdup.uni-leipzig.de/jobportal/job/2190?from=cc%3Asprdnetag&PHPSESSID=foob2df9n248n34e1mnkdvck63,404 (Not found),2 pages,10/6/11
http://wwwdup.uni-leipzig.de/jobportal/job/2189?from=cc%3Asprdnetag&PHPSESSID=foob2df9n248n34e1mnkdvck63,404 (Not found),2 pages,10/6/11
http://wwwdup.uni-leipzig.de/jobportal/job/2188?from=Leipzig*+oder*+Berlin*&PHPSESSID=bieidqut3dcll56rfqm0qlo4l6,404 (Not found),2 pages,10/6/11
http://wwwdup.uni-leipzig.de/jobportal/job/2180?from=english+OR+englisch&PHPSESSID=h9pqr6uu902og4bhshd16a6847,404 (Not found),1 pages,10/6/11
http://wwwdup.uni-leipzig.de/jobportal/job/1706,404 (Not found),3 pages,10/6/11
http://wwwdup.uni-leipzig.de/jobportal/job/2177?from=leipzig*&PHPSESSID=955lvgqukrk1fs3nu8c3ba0q13,404 (Not found),2 pages,10/6/11
http://wwwdup.uni-leipzig.de/jobportal/job/1705,404 (Not found),3 pages,10/6/11
http://wwwdup.uni-leipzig.de/jobportal/job/print/2540?PHPSESSID=5eqlsse4nq8bgdgnecsd9e0s07,404 (Not found),1 pages,10/6/11
http://wwwdup.uni-leipzig.de/jobportal/job/1955?from=Ingolstadt%2C*+M%C3%BCnchen*+und*+Stuttgart*&PHPSESSID=ejb3ubhgf2mc4lnuuimrnsmbm7,404 (Not found),1 pages,10/6/11
http://wwwdup.uni-leipzig.de/jobportal/job/2296?PHPSESSID=lv7dgr36h47qhcjq6bm52v4e04,404 (Not found),2 pages,10/6/11
http://wwwdup.uni-leipzig.de/jobportal/job/2340?from=java+-javascript&PHPSESSID=qusfqfagm665r5i7b7i158c1i5,404 (Not found),2 pages,10/6/11
http://wwwdup.uni-leipzig.de/jobportal/job/1705?from=Microsoft+OR+Excel+OR+Access+OR+Word+OR+Powerpoint+OR+MSOffice&PHPSESSID=bitv9022qd2lghe58m5cs0lg75,404 (Not found),1 pages,10/6/11
http://wwwdup.uni-leipzig.de/jobportal/job/2418?from=leipzig*&PHPSESSID=2anpp3ei7acohh9me6jqvpvlm4,404 (Not found),2 pages,10/6/11
http://wwwdup.uni-leipzig.de/jobportal/job/2338?from=Leipzi*&PHPSESSID=bitv9022qd2lghe58m5cs0lg75,404 (Not found),2 pages,10/6/11
http://wwwdup.uni-leipzig.de/jobportal/job/2336?from=Berlin*+oder*+Leipzig*&PHPSESSID=22313spnth4211k8us5ct3cv93,404 (Not found),2 pages,10/5/11
http://wwwdup.uni-leipzig.de/jobportal/job/2191?from=cc%3Asprdnetag&PHPSESSID=3i5d2fqopmu0v5ucoujc8fuqh1,404 (Not found),2 pages,10/5/11
http://wwwdup.uni-leipzig.de/jobportal/job/2187?from=cc%3Asprdnetag&PHPSESSID=foob2df9n248n34e1mnkdvck63,404 (Not found),2 pages,10/5/11
http://wwwdup.uni-leipzig.de/jobportal/job/2184?from=informatik+OR+software+OR+hardware&PHPSESSID=qusfqfagm665r5i7b7i158c1i5,404 (Not found),2 pages,10/5/11
