URL,Detail,Linked From,Detected
http://wwwdup.uni-leipzig.de/jobportal/job/index?page=7&q=english+OR+englisch&PHPSESSID=4aqhb9t23cvcsmofrojj63v761&PHPSESSID=4aqhb9t23cvcsmofrojj63v761,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/job/index?page=6&q=Microsoft+OR+Excel+OR+Access+OR+Word+OR+Powerpoint+OR+MSOffice&PHPSESSID=8cbnqkqcsgtvonp5oo353fvha6&PHPSESSID=8cbnqkqcsgtvonp5oo353fvha6,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/job/index?page=2&tab=international&PHPSESSID=5opbjfrg50vgu6bmhjjnpjnr83&PHPSESSID=5opbjfrg50vgu6bmhjjnpjnr83,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/job/index?page=2&tab=all&q=kultur+OR+theater+OR+verlag+OR+geisteswiss*+OR+kulturwiss*+OR+NGO+OR+redaktion&PHPSESSID=bitv9022qd2lghe58m5cs0lg75&PHPSESSID=bitv9022qd2lghe58m5cs0lg75,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/job/index?page=2&tab=all&q=journalis*+OR+redaktion+OR+presse&PHPSESSID=1hbb475i0tjgl3va3nh1tms0o4&PHPSESSID=1hbb475i0tjgl3va3nh1tms0o4,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/job/index?page=2&tab=all&q=SHK*&PHPSESSID=8uvn39sqfsps5utsegn112hh20&PHPSESSID=8uvn39sqfsps5utsegn112hh20,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Ascmtgmbh&tab=all&PHPSESSID=sooaqrimqtbffjf6e1vm77kdd2,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Aschenkerdeutschlandag&tab=internship&PHPSESSID=djsak3a15k1k24uec9db05jap1,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Apeinternationalag&tab=international&PHPSESSID=vgp9va7mfhgt9udpecq0pt5p17,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Alwbmbh&tab=all&PHPSESSID=kobrg2sjdcfkpt9qqcn38hg2i1,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/job/index?tab=-internship&q=cc%3Atngtechnologyconsultinggmbh&PHPSESSID=jsl7f0574mn3mu75sl0q22aob6,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Alusini&tab=all&PHPSESSID=02nvvkbcb8hphq731jsggkupa5,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Alrhealthbeautysystemsgmbh&tab=all&PHPSESSID=gtu3oels94guskqtaq8o9h2sd5,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Alionbridge&tab=all&PHPSESSID=5rtj5cvcob6u6mm93fnoltttp2,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Akhrakartoffelmeistergmbh&tab=all&PHPSESSID=mfm3c7mornipn8os9iqu45hl56,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/job/index?page=27&tab=all&PHPSESSID=1tr760blac5ruem7p1a2bleag2&PHPSESSID=1tr760blac5ruem7p1a2bleag2,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Akhrakartoffelmeistergmbh&tab=internship&PHPSESSID=13544jtf7a2nu7bsehvj4us1p4,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Ajugendpressesachsenev&tab=all&PHPSESSID=6rlide2o01i7e5vjq7he3mcej3,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Ajpgray&tab=all&PHPSESSID=16uudk1q4vel1isemimg15cp37,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Ainstfanglistikuniversittleipzig&tab=international&PHPSESSID=m5dkk2d5eksrku2r4dc7haj781,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Aindependentpublishing&tab=all&PHPSESSID=3ll4ifmr2ph3dmik32k2l3b8l0,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Aiapinstitutfrangewandteproduktionstechnologiegmbh&tab=all&PHPSESSID=1doj7tg63mmm0du8jl2hl08rs5,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Aiapinstitutfrangewandteproduktionstechnologie&tab=internship&PHPSESSID=80bim7lv3gnd1qam0a9ae6n7s6,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Ahoyrehagmbh&tab=all&PHPSESSID=ukhp92880vheerhkma7plh3ql3,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/job/2479?from=datenbank*+OR+database+OR+mysql+OR+postgres*+OR+oracle&PHPSESSID=gqvql7c9gntnb2qpf0ilfpv6h4,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/job/index?page=13&tab=internship&q=praktik*+OR+werkstudent+OR+volontariat+OR+shk&PHPSESSID=bieidqut3dcll56rfqm0qlo4l6&PHPSESSID=bieidqut3dcll56rfqm0qlo4l6,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/job/index?page=1&q=%C3%BCbersetz*+OR+translate+OR+translation&PHPSESSID=sllljpbqg9qlstp1j2ir722k72&size=50&PHPSESSID=sllljpbqg9qlstp1j2ir722k72,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/job/1237?PHPSESSID=c7l4cqs1jk2u9gcd7tpjrjofd3,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/job/toggleFavorite/2054,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/job/toggleFavorite/2052,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/job/toggleFavorite/2046,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/job/toggleFavorite/2044,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/job/toggleFavorite/2042,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/job/index?page=11&PHPSESSID=k3s6bltq9k2drfutg1qolt3cg3&PHPSESSID=k3s6bltq9k2drfutg1qolt3cg3,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/job/index?page=3&q=kultur+OR+theater+OR+verlag+OR+geisteswiss*+OR+kulturwiss*+OR+NGO+OR+redaktion&PHPSESSID=4aqhb9t23cvcsmofrojj63v761&PHPSESSID=4aqhb9t23cvcsmofrojj63v761,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/job/index?page=3&f=-internship&q=Hamburg&PHPSESSID=sb4o5pg6n6oiftf6t8428dcd36&PHPSESSID=sb4o5pg6n6oiftf6t8428dcd36,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/job/print/1463?PHPSESSID=c7l4cqs1jk2u9gcd7tpjrjofd3,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/job/index?page=3&q=kultur+OR+theater+OR+verlag+OR+geisteswiss*+OR+kulturwiss*+OR+NGO+OR+redaktion&PHPSESSID=6q8s3kkomkeqerg2dm7p8d8mt2&PHPSESSID=6q8s3kkomkeqerg2dm7p8d8mt2,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/job/index?tab=all&q=cc%3Asolegro&PHPSESSID=old0ogvj69hhsuk2rv9rg0m950,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/job/index?page=3&q=java+-javascript&PHPSESSID=p85rvki9r5ulom851bsshg1oh6&PHPSESSID=p85rvki9r5ulom851bsshg1oh6,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/job/index?page=3&q=java+-javascript&PHPSESSID=lv7dgr36h47qhcjq6bm52v4e04&PHPSESSID=lv7dgr36h47qhcjq6bm52v4e04,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/job/index?page=3&q=english+OR+englisch&PHPSESSID=4aqhb9t23cvcsmofrojj63v761&PHPSESSID=4aqhb9t23cvcsmofrojj63v761,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/job/index?page=3&q=HTML+OR+CSS&PHPSESSID=8cobmvrkh9bkgtk43ugs30i1p5&PHPSESSID=8cobmvrkh9bkgtk43ugs30i1p5,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/job/index?page=3&q=div.&PHPSESSID=8r302mnl1s91kctd5lkpr74mo6,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/job/index?page=3&q=HTML+OR+CSS&PHPSESSID=4aqhb9t23cvcsmofrojj63v761&PHPSESSID=4aqhb9t23cvcsmofrojj63v761,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Asoftwareag&tab=all&PHPSESSID=2ghu2rkjl93srb5munoaccgvv1,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Asapag&tab=international&PHPSESSID=h43godc2pd2nrntrlohcionp86,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Asapag&tab=all&PHPSESSID=9h4hqo10n8ffnefo1onu7k2jg6,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Arubithermtechnologiesgmbh&tab=internship&PHPSESSID=gduvvtfr83751q6tlka68pe9r4,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Anikegermanygmbh&tab=all&PHPSESSID=rkf14bkhcc6ijmls6vrnfvau14,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Amonocomgmbh&tab=all&PHPSESSID=8uesnr58vtdhavepc5t5d7db35,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Alindeag&tab=all&PHPSESSID=6f3lkbpf4n19cv5jmltj2u8fh4,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/job/index?page=3&f=-internship&q=Dresden&PHPSESSID=bieidqut3dcll56rfqm0qlo4l6&PHPSESSID=bieidqut3dcll56rfqm0qlo4l6,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Aleibnizzentrumfragralandforschung&tab=internship&PHPSESSID=fdit6sisca7el0124egkicuqu4,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Ajpkomgmbh&tab=international&PHPSESSID=86532q8jlotim4l1avkktti7b1,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Ajpgray&tab=-internship&PHPSESSID=cp7o919m3b0oej20ds7qn6ge05,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Ajpgray&tab=internship&PHPSESSID=cp7o919m3b0oej20ds7qn6ge05,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/job/index?page=2&q=mathematik&PHPSESSID=1tr760blac5ruem7p1a2bleag2&PHPSESSID=1tr760blac5ruem7p1a2bleag2,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/job/index?page=2&tab=i11n&q=Microsoft+OR+Excel+OR+Access+OR+Word+OR+Powerpoint+OR+MSOffice&PHPSESSID=8uvn39sqfsps5utsegn112hh20&PHPSESSID=8uvn39sqfsps5utsegn112hh20,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/job/index?tab=international&q=cc%3Alufthansacargo&PHPSESSID=ihvsqshhdftoakooqmb87jclj1,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/job/index?tab=international&q=cc%3Asprdnezag&PHPSESSID=2u2v8cvhoon4b5uab01f2picj3,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Aitpinformationtechnologypartnergmbh&tab=all&PHPSESSID=2f148m3l56to0k64sm3k0afd64,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/job/index?page=1&q=english+OR+englisch&PHPSESSID=125fhki1kqc9g40a7goln8vr95&size=10&PHPSESSID=125fhki1kqc9g40a7goln8vr95,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Ainnotecmarketingleipziggmbh&tab=international&PHPSESSID=tc99e3makbkls8msqkmntfd733,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/job/index?page=1&q=geolog*+OR+geograph*+OR+mineralog*+OR+kristallo*+OR+meteo*&PHPSESSID=putbid985k7qfbhu2rsbs3n841&size=20&PHPSESSID=putbid985k7qfbhu2rsbs3n841,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/job/index?page=1&q=leipzig&PHPSESSID=jpo9tkl2hb5ip4tn4gi0810l31&size=10&PHPSESSID=jpo9tkl2hb5ip4tn4gi0810l31,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Ainnotecmarketingleipziggmbh&tab=-internship&PHPSESSID=tc99e3makbkls8msqkmntfd733,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/job/index?page=1&q=english+OR+englisch&PHPSESSID=c93sltcfd52tv0eerb8hj99p35&PHPSESSID=c93sltcfd52tv0eerb8hj99p35,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Ainformatikdvgmbh&tab=all&PHPSESSID=4p1n5s3p0734k0qmauhp2t3t95,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Afitnessfirst&tab=all&PHPSESSID=277bl3kjgdo9b2c0htcbp49dm7,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Aingenioussoftwareentwicklungsystemhausgmbh&tab=international&PHPSESSID=b2m0bbpisgtg09b9r42a21q2e0,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Aingenioussoftwareentwicklungsystemhausgmbh&tab=all&PHPSESSID=b2m0bbpisgtg09b9r42a21q2e0,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/job/index?q=cc:cushmanwakefieldinvestorsltd&src=more-from-company,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Ahandballbundesligagmbh&tab=all&PHPSESSID=8fhl7h1uiogrf3jb9hva2t85j7,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Aforschungsgruppemediengmbh&tab=all&PHPSESSID=t1g7q35ut70qc0i1u1c8e9s5u0,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/job/index?tab=international&q=Duisburg*&PHPSESSID=agtkad02857o5tcra793922782,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/job/index?tab=internship&q=Berlin%2C*+Dresden%2C*+Chemnitz%2C*+Jena%2C*+Magdeburg*&PHPSESSID=bieidqut3dcll56rfqm0qlo4l6,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/job/2166?from=HTML+OR+CSS&PHPSESSID=bitv9022qd2lghe58m5cs0lg75,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Aerichkstnermuseum&tab=i11n&PHPSESSID=u9qn8rlk0e2s18sfirficjlbf3,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Adorstemarketinggmbh&tab=international&PHPSESSID=1vh9d2ifgsub6q07g4klbdbgb1,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Adtbservicegmbh&tab=international&PHPSESSID=mimud6drf3kbdg973v9mdqvdb2,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/job/index?tab=internship&src=eq&q=umwelt*+OR+klima*+OR+renewable*+OR+erneuerbar*&PHPSESSID=e7qim0q3gkj59g2g4sr1ncl9m0,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Adisag&tab=i11n&PHPSESSID=i6q0kvn48vv1c7u935oa6n2dg4,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Adorstemarketinggmbh&tab=-internship&PHPSESSID=1vh9d2ifgsub6q07g4klbdbgb1,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=Zwickau*&tab=internship&PHPSESSID=bitv9022qd2lghe58m5cs0lg75,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/job/index?page=1&q=wissenschaft&PHPSESSID=m0khm89v8i7vvjlpf7kjfnc8a2&size=10&PHPSESSID=m0khm89v8i7vvjlpf7kjfnc8a2,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/job/1830?from=cc%3Aflowconunternehmensberatung&PHPSESSID=imhmfliron9idufhf0comfcjo4,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/job/index?page=1&tab=-internship&q=SPSS+OR+'stata'+OR+statistik*&PHPSESSID=ld0secjhser2ucn63aq5cblqo6&size=50&PHPSESSID=ld0secjhser2ucn63aq5cblqo6,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/job/index?page=1&q=wissenschaft&PHPSESSID=m0khm89v8i7vvjlpf7kjfnc8a2&size=50&PHPSESSID=m0khm89v8i7vvjlpf7kjfnc8a2,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=Taicang*&tab=all&PHPSESSID=c7l4cqs1jk2u9gcd7tpjrjofd3,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=Veracruz%2C*+Puebla%2C*+Chiapas*&tab=all&PHPSESSID=2ergbsgqoa2u5qe9vgpgi3g8u7,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=Stuttgart%2C*+Hamburg%2C*+M%C3%BCnchen%2C*+D%C3%BCsseldorf%2C*+Frankfurt*&tab=internship&PHPSESSID=bitv9022qd2lghe58m5cs0lg75,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=Swansea*&tab=all&PHPSESSID=2ergbsgqoa2u5qe9vgpgi3g8u7,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=Salzburg*&tab=all&PHPSESSID=2n3ea7gjlvi4s4cug69chhur56,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/job/index?page=1&q=consult*&PHPSESSID=9gc4aj97ital6cv1hhj1ua0bg5&size=50&PHPSESSID=9gc4aj97ital6cv1hhj1ua0bg5,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=Paris*&tab=international&PHPSESSID=bitv9022qd2lghe58m5cs0lg75,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=Stuttgart%2C*+Hamburg%2C*+M%C3%BCnchen%2C*+D%C3%BCsseldorf%2C*+Frankfurt*&tab=international&PHPSESSID=bitv9022qd2lghe58m5cs0lg75,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=Oxfordshire*&tab=internship&PHPSESSID=bitv9022qd2lghe58m5cs0lg75,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/job/2477?from=Leipzig*&PHPSESSID=ci2tramvf2b916d1v5j4a8c030,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=Multiple*+locations*&tab=international&PHPSESSID=rapvcnpddemefhsg8kj5smalh3,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=Nairobi%2C*+AND+Kenya*&tab=-internship&PHPSESSID=bitv9022qd2lghe58m5cs0lg75,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=Multiple*+locations*&tab=internship&PHPSESSID=rapvcnpddemefhsg8kj5smalh3,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=Multiple*+locations*&tab=all&PHPSESSID=rapvcnpddemefhsg8kj5smalh3,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=Limburgerhof*&tab=all&PHPSESSID=c7l4cqs1jk2u9gcd7tpjrjofd3,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=Leipzig%2C*+Berlin%2C*+Chemnitz%2C*+Dresden%2C*+Jena%2C*+Magdeburg%2C*+Rostock%2C*+Greifswald%2C*+Wismar%2C*+Stralsund*&tab=internship&PHPSESSID=ejb3ubhgf2mc4lnuuimrnsmbm7,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=Leipzig%2C*+Berlin%2C*+Chemnitz%2C*+Dresden%2C*+Jena%2C*+Magdeburg%2C*+Rostock%2C*+Greifswald%2C*+Wismar%2C*+Stralsund*&tab=international&PHPSESSID=ejb3ubhgf2mc4lnuuimrnsmbm7,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=Hoofddorp%2C*+Amsterdam*&tab=-internship&PHPSESSID=ejb3ubhgf2mc4lnuuimrnsmbm7,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/job/index?page=1&q=wissenschaft&PHPSESSID=vuapr6sgns87qqp6qh5h2mhj75&size=50&PHPSESSID=vuapr6sgns87qqp6qh5h2mhj75,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=Heilbronn*&tab=all&PHPSESSID=bieidqut3dcll56rfqm0qlo4l6,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=Halberstadt*&tab=international&PHPSESSID=mtjnuk5oul3quriisf3hhn8qf3,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=Filderstadt*&tab=all&PHPSESSID=bitv9022qd2lghe58m5cs0lg75,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=Ergolding*&tab=international&PHPSESSID=bitv9022qd2lghe58m5cs0lg75,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=M%C3%BCnchen%2C*+Erlangen%2C*+Ingolstadt*&tab=internship&PHPSESSID=8e345448pqft53mij59lgh8lm5,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/job/496,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=M%C3%BCgeln*&tab=all&PHPSESSID=8e4qq88v20g9bdqf9d8fiavid4,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=M%C3%BCgeln*&tab=-internship&PHPSESSID=8e4qq88v20g9bdqf9d8fiavid4,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=Lima*&tab=-internship&PHPSESSID=4nh4bkt8a4uoo8qpehjqpm8u10,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=cc%3Aetengoag&tab=all&PHPSESSID=ejdactk43gui7rp8sq9pjhl5t1,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/job/print/1765?PHPSESSID=uma8po046c9jdlg18kldqjslt0,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/job/2543?PHPSESSID=5eqlsse4nq8bgdgnecsd9e0s07,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/job/index?tab=all&src=eq&q=politik*&PHPSESSID=otg2nc51m428ed8fs8jabqri67,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/feed/index?q=Regensburg%2C*+Ingolstadt*&tab=international&PHPSESSID=8e345448pqft53mij59lgh8lm5,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/job/index?page=1&tab=-internship&q=SAP*&PHPSESSID=gduhur9fd576ldsg45oslq6bp0&size=20&PHPSESSID=gduhur9fd576ldsg45oslq6bp0,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/job/2513?from=praktik*&PHPSESSID=2das4j5bha7pao8nro6qakt2t5,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/job/index?page=1&tab=all&q=sport&PHPSESSID=e3j1fbvva2rb7v93s54bd9uo60&size=10&PHPSESSID=e3j1fbvva2rb7v93s54bd9uo60,URL restricted by robots.txt,unavailable,10/10/11
http://wwwdup.uni-leipzig.de/jobportal/job/index?page=1&tab=all&q=cc%3Abuwunternehmensgruppe&PHPSESSID=g78ugkgni323pcldlpqrrj5s84&size=50&PHPSESSID=g78ugkgni323pcldlpqrrj5s84,URL restricted by robots.txt,unavailable,10/10/11
